Logistics cost — FY2026 (draft) — do not circulate,,,,,,,,
,,,,,,,,
Carrier Code,Lane,Fiscal Week,Ship Date,freight_cost,Fuel Surcharge,Accessorials,Unnamed: 7,Notes
BRFR,LANE-10,FY2026-W04,2026-02-26,4746.54,680.10,261.78,,
BRFR,LANE-11,FY2026-W04,2026-02-28,4908.63,569.94,235.45,,
BRFR,LANE-12,FY2026-W04,2026-02-23,5769.15,854.01,134.90,,
BRFR ,LANE-13,FY2026-W04,2026-02-27,8480.02,1225.13,19.44,,
BRFR,LANE-14,FY2026-W04,2026-02-26,3703.37,531.02,18.69,,
BRFR,LANE-14,FY2026-W04,2026-02-25,8076.05,958.47,25.08,,
BRFR,LANE-15,FY2026-W04,2026-02-23,6909.35,985.25,124.41,,
BRFR,LANE-16,FY2026-W04,2026-02-23,2730.81,448.89,151.54,,
BRFR,LANE-16,FY2026-W04,2026-02-23,563.34,86.56,2.36,,"split shipment, one pallet held at origin"
BRFR,LANE-16,FY2026-W04,2026-02-22,873.93,136.09,305.14,,"residential surcharge, disputed"
BRFR,LANE-17,FY2026-W04,2026-02-22,6926.20,995.02,169.17,,"lane closed for two days, volume moved"
BRFR ,LANE-17,FY2026-W04,2026-02-25,4490.07,451.94,159.90,,
BRFR,LANE-18,FY2026-W04,2026-02-27,7912.43,1161.55,9.52,,
BRFR,LANE-19,FY2026-W04,2026-02-23,2602.68,364.93,77.15,,
BRFR,LANE-20,FY2026-W04,2026-02-27,7331.63,900.59,212.60,,
BRFR,LANE-20,FY2026-W04,2026-02-22,3978.59,400.99,164.64,,
BRFR,LANE-20,FY2026-W04,2026-02-28,1469.11,213.38,195.53,,
BRFR,LANE-20,FY2026-W04,2026-02-27,4740.79,559.48,318.05,,"re-rated, see ticket SC-1182"
BRFR,Subtotal,FY2026-P01,,501788.34,68639.78,16896.61,,
PLPC,LANE-15,FY2026-W01,2026-02-07,253.44,37.94,188.60,,
PLPC,LANE-16,FY2026-W01,2026-02-03,5744.58,790.05,45.73,,
PLPC,LANE-17,FY2026-W01,2026-02-02,5804.52,644.64,138.29,,
PLPC,LANE-18,FY2026-W01,2026-02-03,753.38,86.55,182.87,,"residential surcharge, disputed"
PLPC,LANE-19,FY2026-W01,2026-02-01,4321.47,482.52,3.71,,"lane closed for two days, volume moved"
PLPC,LANE-24,FY2026-W01,2026-02-02,1570.98,205.73,177.49,,
PLPC,LANE-25,FY2026-W01,2026-02-04,799.73,133.01,53.21,,
PLPC,LANE-26,FY2026-W01,2026-02-04,4705.72,778.77,243.48,,"residential surcharge, disputed"
PLPC,LANE-27,FY2026-W01,2026-02-06,7446.34,1032.94,300.42,,
PLPC,LANE-28,FY2026-W01,2026-02-02,7416.02,855.73,96.91,,
PLPC,LANE-29,FY2026-W01,2026-02-04,5878.63,856.95,159.95,,
PLPC,LANE-31,FY2026-W01,2026-02-02,4860.46,823.86,2.10,,
PLPC,LANE-32,FY2026-W01,2026-02-02,4706.54,528.21,190.46,,"re-rated, see ticket SC-1182"
PLPC,LANE-33,FY2026-W01,2026-02-07,220.45,30.92,221.09,,
PLPC,LANE-35,FY2026-W01,2026-02-06,1408.18,150.70,142.50,,
PLPC,LANE-36,FY2026-W01,2026-02-01,1794.34,271.46,281.83,,
PLPC,LANE-37,FY2026-W01,2026-02-02,2214.69,366.44,244.29,,"residential surcharge, disputed"
PLPC,LANE-15,FY2026-W02,2026-02-14,4668.47,663.52,77.20,,"residential surcharge, disputed"
PLPC,LANE-16,FY2026-W02,2026-02-14,9151.69,1404.52,155.10,,
PLPC,LANE-17,FY2026-W02,2026-02-10,5342.00,899.66,289.64,,
PLPC,LANE-18,FY2026-W02,2026-02-08,254.67,26.23,251.49,,
PLPC,LANE-19,FY2026-W02,2026-02-11,7369.28,985.10,330.87,,carrier credit applied
PLPC,LANE-20,FY2026-W02,2026-02-08,2607.36,337.36,303.94,,"residential surcharge, disputed"
PLPC,LANE-21,FY2026-W02,2026-02-10,8929.64,1441.32,256.75,,"lane closed for two days, volume moved"
PLPC,LANE-22,FY2026-W02,2026-02-13,7422.20,1137.71,306.27,,
PLPC,LANE-23,FY2026-W02,2026-02-13,5896.02,669.47,198.31,,
PLPC,LANE-23,FY2026-W02,2026-02-12,7430.43,1240.67,59.27,,
PLPC,LANE-23,FY2026-W02,2026-02-09,1954.39,303.79,111.77,,
PLPC,LANE-24,FY2026-W02,2026-02-14,3380.96,363.32,21.13,,
PLPC,LANE-25,FY2026-W02,2026-02-12,6142.89,893.87,85.73,,
PLPC,LANE-26,FY2026-W02,2026-02-12,4626.71,604.97,100.51,,
PLPC,LANE-26,FY2026-W02,2026-02-10,3042.01,314.25,79.83,,
PLPC,LANE-26,FY2026-W02,2026-02-11,2328.06,404.24,311.00,,"split shipment, one pallet held at origin"
PLPC,LANE-27,FY2026-W02,2026-02-09,644.19,84.39,289.80,,"lane closed for two days, volume moved"
PLPC,LANE-28,FY2026-W02,2026-02-11,8612.57,1358.52,252.42,,
PLPC,LANE-29,FY2026-W02,2026-02-13,4457.31,461.92,61.05,,
PLPC,LANE-30,FY2026-W02,2026-02-10,3150.29,342.84,187.20,,
PLPC,LANE-30,FY2026-W02,2026-02-14,7548.44,1208.37,188.46,,
PLPC,LANE-31,FY2026-W02,2026-02-10,1672.84,220.02,210.96,,"re-rated, see ticket SC-1182"
PLPC,LANE-32,FY2026-W02,2026-02-12,6839.83,906.50,88.00,,
PLPC,LANE-33,FY2026-W02,2026-02-11,2531.29,360.23,269.34,,
PLPC,LANE-34,FY2026-W02,2026-02-09,6044.33,831.94,169.96,,"re-rated, see ticket SC-1182"
PLPC,LANE-35,FY2026-W02,2026-02-12,4451.29,745.67,58.00,,
PLPC,LANE-35,FY2026-W02,2026-02-14,4165.99,683.10,224.66,,
PLPC,LANE-36,FY2026-W02,2026-02-14,6385.99,784.39,319.06,,"lane closed for two days, volume moved"
PLPC,LANE-37,FY2026-W02,2026-02-11,4305.63,749.21,144.02,,"re-rated, see ticket SC-1182"
PLPC,LANE-37,FY2026-W02,2026-02-12,3611.80,589.22,129.16,,
PLPC,LANE-38,FY2026-W02,2026-02-10,4976.13,554.29,212.86,,"re-rated, see ticket SC-1182"
PLPC,LANE-15,FY2026-W03,2026-02-17,8736.40,884.56,295.32,,
PLPC,LANE-16,FY2026-W03,2026-02-20,5473.46,927.17,137.27,,"re-rated, see ticket SC-1182"
PLPC,LANE-17,FY2026-W03,2026-02-17,7856.25,1020.49,280.28,,
PLPC,LANE-18,FY2026-W03,2026-02-16,8829.35,1300.30,288.83,,"estimate, invoice not received"
PLPC,LANE-19,FY2026-W03,2026-02-20,9583.60,1340.29,330.21,,
PLPC,LANE-20,FY2026-W03,2026-02-17,1272.19,172.56,42.80,,"estimate, invoice not received"
PLPC,LANE-20,FY2026-W03,2026-02-20,1594.78,233.26,46.21,,
PLPC,LANE-21,FY2026-W03,2026-02-15,4019.26,607.20,245.40,,"re-rated, see ticket SC-1182"
PLPC,LANE-22,FY2026-W03,2026-02-20,3936.78,516.42,331.10,,
PLPC,LANE-23,FY2026-W03,2026-02-20,6566.57,884.10,261.08,,
PLPC,LANE-24,FY2026-W03,2026-02-19,1179.05,176.54,293.60,,
PLPC,LANE-25,FY2026-W03,2026-02-17,5360.71,764.25,123.20,,"split shipment, one pallet held at origin"
PLPC,LANE-25,FY2026-W03,2026-02-19,6182.17,883.79,37.64,,
PLPC,LANE-26,FY2026-W03,2026-02-19,4847.21,802.23,213.81,,
PLPC,LANE-27,FY2026-W03,2026-02-15,9256.15,1523.39,89.98,,
PLPC,LANE-28,FY2026-W03,2026-02-18,9250.62,1069.07,95.16,,"re-rated, see ticket SC-1182"
PLPC,LANE-29,FY2026-W03,2026-02-16,2302.00,235.54,149.73,,
PLPC,LANE-30,FY2026-W03,2026-02-17,5509.01,745.53,313.95,,
PLPC,LANE-31,FY2026-W03,2026-02-16,8592.13,1120.50,323.49,,
PLPC,LANE-32,FY2026-W03,2026-02-17,7218.78,725.65,14.59,,
PLPC,LANE-33,FY2026-W03,2026-02-16,6681.03,728.73,331.96,,
PLPC,LANE-33,FY2026-W03,2026-02-17,4996.41,826.70,21.37,,"lane closed for two days, volume moved"
PLPC,LANE-34,FY2026-W03,2026-02-16,3563.16,602.75,328.76,,
PLPC,LANE-34,FY2026-W03,2026-02-17,1992.65,297.68,306.17,,"estimate, invoice not received"
PLPC,LANE-35,FY2026-W03,2026-02-15,7548.59,1035.04,51.10,,
PLPC,LANE-36,FY2026-W03,2026-02-18,5156.38,909.68,87.10,,"split shipment, one pallet held at origin"
PLPC,LANE-37,FY2026-W03,2026-02-19,3892.82,639.90,131.21,,"lane closed for two days, volume moved"
PLPC,LANE-38,FY2026-W03,2026-02-21,1388.46,139.41,63.67,,
PLPC,LANE-15,FY2026-W04,2026-02-25,2875.85,329.25,110.02,,"estimate, invoice not received"
PLPC,LANE-16,FY2026-W04,2026-02-23,1604.60,254.05,175.42,,"re-rated, see ticket SC-1182"
PLPC,LANE-17,FY2026-W04,2026-02-23,7116.18,751.91,262.54,,"re-rated, see ticket SC-1182"
PLPC,LANE-18,FY2026-W04,2026-02-27,1744.98,245.70,13.90,,"re-rated, see ticket SC-1182"
PLPC,LANE-19,FY2026-W04,2026-02-22,1525.03,177.25,181.65,,
PLPC,LANE-20,FY2026-W04,2026-02-26,4808.55,526.09,282.13,,carrier credit applied
PLPC,LANE-21,FY2026-W04,2026-02-23,7811.76,1217.87,162.54,,"residential surcharge, disputed"
PLPC,LANE-22,FY2026-W04,2026-02-24,6458.36,823.77,246.33,,"residential surcharge, disputed"
PLPC,LANE-23,FY2026-W04,2026-02-28,5496.51,604.00,146.05,,
PLPC,LANE-24,FY2026-W04,2026-02-24,3157.82,517.72,44.35,,carrier credit applied
PLPC,LANE-25,FY2026-W04,2026-02-23,4577.40,457.79,24.86,,
PLPC,LANE-26,FY2026-W04,2026-02-27,5508.89,572.88,327.14,,
PLPC,LANE-27,FY2026-W04,2026-02-23,1822.14,306.22,181.04,,
PLPC,LANE-28,FY2026-W04,2026-02-22,7008.73,868.84,110.56,,
PLPC,LANE-29,FY2026-W04,2026-02-22,6088.46,723.67,150.35,,
PLPC,LANE-30,FY2026-W04,2026-02-26,8524.22,1332.12,143.09,,
PLPC,LANE-31,FY2026-W04,2026-02-23,3582.61,630.85,48.06,,"re-rated, see ticket SC-1182"
PLPC,LANE-32,FY2026-W04,2026-02-25,4969.94,766.21,330.96,,
PLPC,LANE-33,FY2026-W04,2026-02-26,7272.62,788.76,10.90,,
PLPC,LANE-34,FY2026-W04,2026-02-24,4640.40,655.19,26.31,,"split shipment, one pallet held at origin"
PLPC,LANE-35,FY2026-W04,2026-02-22,7621.70,1307.16,2.13,,"estimate, invoice not received"
PLPC,LANE-36,FY2026-W04,2026-02-25,9382.64,1248.00,190.37,,"lane closed for two days, volume moved"
PLPC,LANE-37,FY2026-W04,2026-02-27,3952.40,517.65,157.15,,"split shipment, one pallet held at origin"
PLPC,LANE-38,FY2026-W04,2026-02-27,8946.74,1423.65,276.15,,
PLPC,Subtotal,FY2026-P01,,489128.67,67806.36,17255.68,,
MWLG,LANE-25,FY2026-W01,2026-02-03,1007.66,149.17,202.80,,"lane closed for two days, volume moved"
MWLG,LANE-26,FY2026-W01,2026-02-02,8694.58,1223.02,249.97,,
MWLG,LANE-26,FY2026-W01,2026-02-07,3285.18,369.64,49.82,,
MWLG,LANE-27,FY2026-W01,2026-02-05,7341.18,1069.65,270.10,,"residential surcharge, disputed"
MWLG,LANE-28,FY2026-W01,2026-02-07,4497.51,746.63,107.93,,"re-rated, see ticket SC-1182"
MWLG,LANE-28,FY2026-W01,2026-02-06,5316.26,569.78,34.00,,
MWLG,LANE-29,FY2026-W01,2026-02-05,3504.15,430.99,145.78,,
MWLG,LANE-29,FY2026-W01,2026-02-06,2156.11,296.42,148.40,,
MWLG,LANE-29,FY2026-W01,2026-02-07,5341.17,940.65,145.17,,"estimate, invoice not received"
MWLG,LANE-30,FY2026-W01,2026-02-05,8966.69,1531.35,223.74,,
MWLG,LANE-31,FY2026-W01,2026-02-01,656.08,90.10,50.57,,"lane closed for two days, volume moved"
MWLG,LANE-31,FY2026-W01,2026-02-01,8454.53,1178.36,250.35,,"re-rated, see ticket SC-1182"
MWLG,LANE-32,FY2026-W01,2026-02-05,4775.83,532.61,232.98,,"lane closed for two days, volume moved"
MWLG,LANE-33,FY2026-W01,2026-02-07,7203.05,907.15,323.98,,
MWLG,LANE-34,FY2026-W01,2026-02-06,1424.75,230.91,229.45,,"re-rated, see ticket SC-1182"
MWLG,LANE-35,FY2026-W01,2026-02-07,371.18,64.79,320.05,,"split shipment, one pallet held at origin"
MWLG,LANE-36,FY2026-W01,2026-02-07,5689.20,962.36,322.92,,
MWLG,LANE-37,FY2026-W01,2026-02-03,4930.71,608.16,95.27,,"estimate, invoice not received"
MWLG,LANE-37,FY2026-W01,2026-02-05,2287.84,233.62,24.67,,
MWLG,LANE-37,FY2026-W01,2026-02-07,1354.57,199.06,78.97,,
MWLG,LANE-38,FY2026-W01,2026-02-03,285.62,33.65,287.76,,"residential surcharge, disputed"
MWLG,LANE-39,FY2026-W01,2026-02-06,3096.25,330.17,264.85,,
MWLG,LANE-40,FY2026-W01,2026-02-05,8053.16,824.60,160.64,,"split shipment, one pallet held at origin"
MWLG,LANE-40,FY2026-W01,2026-02-04,6421.37,951.75,260.16,,"residential surcharge, disputed"
MWLG,LANE-41,FY2026-W01,2026-02-02,4175.12,726.16,190.60,,
MWLG,LANE-41,FY2026-W01,2026-02-02,7281.78,1165.55,137.39,,"lane closed for two days, volume moved"
MWLG,LANE-42,FY2026-W01,2026-02-06,9189.23,1107.98,119.95,,
MWLG,LANE-43,FY2026-W01,2026-02-07,8922.03,1550.14,278.81,,"residential surcharge, disputed"
MWLG,LANE-44,FY2026-W01,2026-02-01,9023.16,962.87,95.10,,
MWLG,LANE-44,FY2026-W01,2026-02-01,6352.97,1020.44,294.91,,
MWLG,LANE-25,FY2026-W02,2026-02-13,5493.33,819.31,8.17,,
MWLG,LANE-26,FY2026-W02,2026-02-13,2585.41,269.88,137.55,,"estimate, invoice not received"
MWLG,LANE-26,FY2026-W02,2026-02-10,7141.35,798.81,168.10,,
MWLG,LANE-27,FY2026-W02,2026-02-13,8112.83,1248.33,323.49,,
MWLG,LANE-28,FY2026-W02,2026-02-12,3434.67,459.19,242.16,,
MWLG,LANE-29,FY2026-W02,2026-02-12,4090.56,517.47,226.40,,"estimate, invoice not received"
MWLG,LANE-30,FY2026-W02,2026-02-10,7178.28,846.66,274.25,,
MWLG,LANE-31,FY2026-W02,2026-02-13,1060.10,113.04,145.56,,
MWLG,LANE-32,FY2026-W02,2026-02-10,8105.47,1214.31,39.67,,
MWLG,LANE-33,FY2026-W02,2026-02-09,2258.59,253.69,214.76,,
MWLG,LANE-34,FY2026-W02,2026-02-13,5103.05,690.26,82.27,,
MWLG,LANE-35,FY2026-W02,2026-02-08,6808.63,839.78,141.35,,
MWLG,LANE-36,FY2026-W02,2026-02-14,8814.26,881.52,269.54,,
MWLG,LANE-37,FY2026-W02,2026-02-12,7183.36,962.37,87.70,,
MWLG,LANE-38,FY2026-W02,2026-02-08,1315.54,189.37,7.20,,"estimate, invoice not received"
MWLG,LANE-39,FY2026-W02,2026-02-12,8855.53,1368.05,271.10,,"split shipment, one pallet held at origin"
MWLG,LANE-40,FY2026-W02,2026-02-13,9309.41,1496.31,169.67,,
MWLG,LANE-41,FY2026-W02,2026-02-12,4008.12,581.61,247.46,,
MWLG,LANE-42,FY2026-W02,2026-02-11,7270.89,1119.19,214.84,,"residential surcharge, disputed"
MWLG,LANE-43,FY2026-W02,2026-02-11,8926.00,1560.33,339.91,,"estimate, invoice not received"
MWLG,LANE-44,FY2026-W02,2026-02-10,4526.26,744.98,41.67,,carrier credit applied
MWLG,LANE-25,FY2026-W03,2026-02-17,8153.57,1346.29,28.69,,
MWLG,LANE-26,FY2026-W03,2026-02-16,986.24,169.93,133.41,,"re-rated, see ticket SC-1182"
MWLG,LANE-27,FY2026-W03,2026-02-20,5109.15,853.06,141.98,,"split shipment, one pallet held at origin"
MWLG,LANE-27,FY2026-W03,2026-02-18,3289.26,433.74,161.83,,"lane closed for two days, volume moved"
MWLG,LANE-28,FY2026-W03,2026-02-18,6168.30,736.37,102.69,,"split shipment, one pallet held at origin"
MWLG,LANE-29,FY2026-W03,2026-02-16,4859.96,657.56,318.65,,
MWLG,LANE-30,FY2026-W03,2026-02-16,7085.57,900.04,298.24,,
MWLG,LANE-30,FY2026-W03,2026-02-19,542.57,62.92,248.26,,
MWLG,LANE-31,FY2026-W03,2026-02-17,6860.29,723.66,121.81,,
MWLG,LANE-32,FY2026-W03,2026-02-19,5799.58,588.72,127.54,,carrier credit applied
MWLG,LANE-33,FY2026-W03,2026-02-16,4968.75,569.50,148.27,,"lane closed for two days, volume moved"
MWLG,LANE-34,FY2026-W03,2026-02-21,224.55,25.10,49.58,,
MWLG,LANE-35,FY2026-W03,2026-02-16,962.11,166.46,7.41,,
MWLG,LANE-36,FY2026-W03,2026-02-18,404.68,65.89,27.30,,
MWLG,LANE-37,FY2026-W03,2026-02-19,3363.23,522.92,136.53,,"re-rated, see ticket SC-1182"
MWLG,LANE-38,FY2026-W03,2026-02-20,4579.96,587.18,243.00,,"re-rated, see ticket SC-1182"
MWLG,LANE-39,FY2026-W03,2026-02-20,6918.91,740.04,220.75,,"estimate, invoice not received"
MWLG,LANE-40,FY2026-W03,2026-02-21,7793.16,1013.01,288.00,,
MWLG,LANE-40,FY2026-W03,2026-02-18,2697.26,418.20,145.06,,"lane closed for two days, volume moved"
MWLG,LANE-41,FY2026-W03,2026-02-16,8293.20,1197.75,116.88,,
MWLG,LANE-42,FY2026-W03,2026-02-21,2031.16,210.44,56.29,,
MWLG,LANE-43,FY2026-W03,2026-02-15,1864.90,210.30,3.26,,
MWLG,LANE-44,FY2026-W03,2026-02-18,1540.34,195.78,168.81,,
MWLG,LANE-25,FY2026-W04,2026-02-24,3671.87,582.38,83.32,,
MWLG,LANE-25,FY2026-W04,2026-02-23,7271.01,911.52,158.32,,carrier credit applied
MWLG,LANE-26,FY2026-W04,2026-02-23,2279.50,372.19,182.34,,"lane closed for two days, volume moved"
MWLG,LANE-26,FY2026-W04,2026-02-25,6325.55,917.80,263.33,,
MWLG,LANE-27,FY2026-W04,2026-02-24,1647.72,284.86,256.93,,carrier credit applied
MWLG,LANE-28,FY2026-W04,2026-02-26,5336.99,852.56,146.13,,
MWLG,LANE-29,FY2026-W04,2026-02-25,7574.37,875.50,211.55,,"lane closed for two days, volume moved"
MWLG,LANE-30,FY2026-W04,2026-02-25,2050.38,350.49,63.39,,"re-rated, see ticket SC-1182"
MWLG,LANE-31,FY2026-W04,2026-02-23,8033.76,1352.02,167.01,,
MWLG,LANE-31,FY2026-W04,2026-02-22,948.07,132.97,191.02,,
MWLG,LANE-32,FY2026-W04,2026-02-24,3860.03,531.09,33.19,,"residential surcharge, disputed"
MWLG,LANE-33,FY2026-W04,2026-02-25,4113.10,571.71,238.98,,
MWLG,LANE-34,FY2026-W04,2026-02-22,8657.21,1317.50,180.76,,"estimate, invoice not received"
MWLG,LANE-35,FY2026-W04,2026-02-24,6923.90,1091.44,303.89,,
MWLG,LANE-36,FY2026-W04,2026-02-27,352.67,61.50,159.39,,carrier credit applied
MWLG,LANE-36,FY2026-W04,2026-02-27,938.92,148.18,140.85,,
MWLG,LANE-37,FY2026-W04,2026-02-28,1404.80,152.37,330.52,,"residential surcharge, disputed"
MWLG,LANE-38,FY2026-W04,2026-02-27,2974.47,347.20,127.42,,
MWLG,LANE-38,FY2026-W04,2026-02-23,3222.26,341.34,165.04,,
MWLG,LANE-39,FY2026-W04,2026-02-24,5179.89,518.55,80.63,,carrier credit applied
MWLG,LANE-39,FY2026-W04,2026-02-27,7286.64,882.86,315.06,,
MWLG,LANE-40,FY2026-W04,2026-02-26,5825.77,932.88,156.37,,
MWLG,LANE-41,FY2026-W04,2026-02-28,8146.73,1062.14,8.65,,
MWLG,LANE-42,FY2026-W04,2026-02-25,4588.07,537.48,312.97,,
MWLG,LANE-43,FY2026-W04,2026-02-26,5060.03,836.51,177.98,,
MWLG,LANE-44,FY2026-W04,2026-02-24,776.42,92.60,148.73,,"split shipment, one pallet held at origin"
MWLG,Subtotal,FY2026-P01,,480587.39,66434.69,17147.92,,
BRFR,LANE-01,FY2026-W05,2026-03-01,8348.80,1034.91,10.29,,
BRFR ,LANE-02,FY2026-W05,2026-03-06,3557.47,619.17,105.56,,"re-rated, see ticket SC-1182"
BRFR,LANE-02,FY2026-W05,2026-03-02,9323.80,960.27,328.08,,
BRFR,LANE-03,FY2026-W05,2026-03-04,1933.59,310.76,59.55,,
BRFR,LANE-04,FY2026-W05,2026-03-03,1409.22,239.06,14.78,,
BRFR,LANE-05,FY2026-W05,2026-03-03,9376.71,1520.65,169.87,,
BRFR,LANE-06,FY2026-W05,2026-03-06,3942.14,649.72,293.60,,
BRFR,LANE-07,FY2026-W05,2026-03-03,1294.45,192.46,336.32,,carrier credit applied
BRFR,LANE-08,FY2026-W05,2026-03-03,3086.63,416.47,78.52,,"estimate, invoice not received"
BRFR ,LANE-09,FY2026-W05,2026-03-05,9466.95,1478.46,293.19,,"lane closed for two days, volume moved"
BRFR,LANE-10,FY2026-W05,2026-03-07,9434.65,1590.07,171.38,,
BRFR,LANE-11,FY2026-W05,2026-03-04,3072.55,444.48,119.19,,
BRFR,LANE-12,FY2026-W05,2026-03-02,2448.08,309.56,39.63,,
BRFR,LANE-13,FY2026-W05,2026-03-07,3769.49,406.27,86.84,,
BRFR,LANE-14,FY2026-W05,2026-03-04,4793.73,690.89,250.33,,"estimate, invoice not received"
BRFR,LANE-15,FY2026-W05,2026-03-07,7311.56,890.94,261.85,,
BRFR,LANE-16,FY2026-W05,2026-03-03,9257.77,1216.18,88.80,,
BRFR ,LANE-17,FY2026-W05,2026-03-02,3996.45,516.66,285.67,,"lane closed for two days, volume moved"
BRFR,LANE-18,FY2026-W05,2026-03-02,9724.15,1476.19,336.40,,
BRFR,LANE-19,FY2026-W05,2026-03-04,4117.84,643.05,170.82,,"re-rated, see ticket SC-1182"
BRFR,LANE-20,FY2026-W05,2026-03-01,1524.71,159.28,44.81,,
BRFR,LANE-01,FY2026-W06,2026-03-08,3552.20,620.99,245.90,,carrier credit applied
BRFR,LANE-02,FY2026-W06,2026-03-14,3458.84,531.59,192.32,,"lane closed for two days, volume moved"
BRFR,LANE-03,FY2026-W06,2026-03-13,9760.57,1108.72,200.13,,"lane closed for two days, volume moved"
BRFR,LANE-04,FY2026-W06,2026-03-14,9685.13,1480.47,159.76,,"residential surcharge, disputed"
BRFR ,LANE-05,FY2026-W06,2026-03-14,4818.01,650.45,123.45,,
BRFR,LANE-06,FY2026-W06,2026-03-09,2558.40,277.90,240.41,,"residential surcharge, disputed"
BRFR,LANE-07,FY2026-W06,2026-03-14,9682.94,1331.52,51.09,,
BRFR,LANE-08,FY2026-W06,2026-03-11,3825.89,658.50,124.63,,"estimate, invoice not received"
BRFR,LANE-08,FY2026-W06,2026-03-14,8841.49,1144.72,210.09,,"estimate, invoice not received"
BRFR,LANE-09,FY2026-W06,2026-03-13,2826.89,497.03,186.69,,carrier credit applied
BRFR,LANE-10,FY2026-W06,2026-03-08,5358.55,860.76,117.07,,
BRFR,LANE-11,FY2026-W06,2026-03-08,2443.98,252.29,318.20,,carrier credit applied
BRFR ,LANE-12,FY2026-W06,2026-03-12,2637.95,380.50,210.99,,carrier credit applied
BRFR,LANE-13,FY2026-W06,2026-03-08,8979.44,970.83,135.58,,
BRFR,LANE-14,FY2026-W06,2026-03-14,1218.98,179.27,184.68,,"lane closed for two days, volume moved"
BRFR,LANE-15,FY2026-W06,2026-03-12,5585.78,606.23,244.24,,"estimate, invoice not received"
BRFR,LANE-16,FY2026-W06,2026-03-13,1872.20,212.75,61.45,,
BRFR,LANE-17,FY2026-W06,2026-03-12,667.98,89.48,293.26,,
BRFR,LANE-18,FY2026-W06,2026-03-13,6174.67,862.74,44.04,,"lane closed for two days, volume moved"
BRFR,LANE-19,FY2026-W06,2026-03-09,2852.41,340.24,210.80,,
BRFR ,LANE-19,FY2026-W06,2026-03-14,3128.37,511.11,193.14,,
BRFR,LANE-20,FY2026-W06,2026-03-08,587.11,60.76,331.32,,
BRFR,LANE-01,FY2026-W07,2026-03-18,4185.59,730.29,307.45,,
BRFR,LANE-01,FY2026-W07,2026-03-17,4493.17,524.23,163.47,,carrier credit applied
BRFR,LANE-02,FY2026-W07,2026-03-20,8257.59,873.61,124.88,,
BRFR,LANE-03,FY2026-W07,2026-03-18,8761.83,1295.08,130.32,,carrier credit applied
BRFR,LANE-03,FY2026-W07,2026-03-15,6112.52,1040.53,275.72,,
BRFR,LANE-04,FY2026-W07,2026-03-18,8454.32,1079.77,2.99,,
BRFR ,LANE-05,FY2026-W07,2026-03-19,3108.50,406.12,54.64,,
BRFR,LANE-05,FY2026-W07,2026-03-19,769.83,108.10,151.27,,carrier credit applied
BRFR,LANE-06,FY2026-W07,2026-03-17,9457.35,1295.68,168.33,,"lane closed for two days, volume moved"
BRFR,LANE-06,FY2026-W07,2026-03-19,5098.68,538.62,226.11,,
BRFR,LANE-07,FY2026-W07,2026-03-18,8761.72,1019.62,223.48,,
BRFR,LANE-07,FY2026-W07,2026-03-20,7251.59,1274.29,156.60,,
BRFR,LANE-08,FY2026-W07,2026-03-21,2770.97,419.38,318.21,,"lane closed for two days, volume moved"
BRFR,LANE-09,FY2026-W07,2026-03-16,8639.39,1043.27,158.41,,
BRFR ,LANE-10,FY2026-W07,2026-03-19,4484.81,640.21,337.88,,
BRFR,LANE-11,FY2026-W07,2026-03-17,1278.92,177.75,243.74,,
BRFR,LANE-12,FY2026-W07,2026-03-21,6089.44,1021.30,330.84,,"split shipment, one pallet held at origin"
BRFR,LANE-13,FY2026-W07,2026-03-17,5559.13,774.22,96.46,,
BRFR,LANE-13,FY2026-W07,2026-03-21,4736.49,771.71,183.74,,carrier credit applied
BRFR,LANE-14,FY2026-W07,2026-03-20,1440.12,184.12,56.05,,carrier credit applied
BRFR,LANE-15,FY2026-W07,2026-03-15,6295.27,830.89,253.21,,
BRFR,LANE-16,FY2026-W07,2026-03-17,5335.02,885.41,187.76,,"split shipment, one pallet held at origin"
BRFR ,LANE-16,FY2026-W07,2026-03-18,2389.92,269.38,133.45,,carrier credit applied
BRFR,LANE-16,FY2026-W07,2026-03-20,4693.96,820.85,243.36,,
BRFR,LANE-17,FY2026-W07,2026-03-17,4094.43,458.54,75.19,,"split shipment, one pallet held at origin"
BRFR,LANE-17,FY2026-W07,2026-03-16,6854.06,1112.22,56.32,,
BRFR,LANE-18,FY2026-W07,2026-03-17,5886.73,709.86,277.07,,"split shipment, one pallet held at origin"
BRFR,LANE-19,FY2026-W07,2026-03-15,5391.97,655.29,266.75,,
BRFR,LANE-20,FY2026-W07,2026-03-19,5688.84,734.61,212.48,,"split shipment, one pallet held at origin"
BRFR,LANE-01,FY2026-W08,2026-03-23,4033.94,426.84,176.31,,
BRFR ,LANE-02,FY2026-W08,2026-03-23,2569.11,353.75,3.90,,
BRFR,LANE-03,FY2026-W08,2026-03-25,7749.64,776.42,154.81,,
BRFR,LANE-04,FY2026-W08,2026-03-23,6262.23,971.45,193.72,,
BRFR,LANE-04,FY2026-W08,2026-03-25,2274.67,271.68,128.04,,
BRFR,LANE-05,FY2026-W08,2026-03-27,8858.75,1228.94,182.97,,"estimate, invoice not received"
BRFR,LANE-05,FY2026-W08,2026-03-26,4249.01,635.16,91.96,,
